what,kind,bundleId,bundleVersion,description,time
java.version,sysinfo,,,"1.6.0_22",1290925922563
java.vm.info,sysinfo,,,"mixed mode",1290925922563
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1290925922563
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1290925922563
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1290925922563
java.vm.specification.version,sysinfo,,,"1.0",1290925922563
java.vm.vendor,sysinfo,,,"Apple Inc.",1290925922563
java.vm.version,sysinfo,,,"17.1-b03-307",1290925922563
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290925943665
activated,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1290925943680
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1290925949281
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1290925949327
closed,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1290925949344
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1290925953540
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1290925953576
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20100505,"org.eclipse.jdt.launching.macosx",1290925953600
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290925954853
started,bundle,org.eclipse.jgit,0.9.3,"org.eclipse.jgit",1290925960966
started,bundle,org.eclipse.egit.core,0.9.3,"org.eclipse.egit.core",1290925961174
started,bundle,org.eclipse.egit.ui,0.9.3,"org.eclipse.egit.ui",1290925961336
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1290925961840
